,sample,id,x,y,area,area_convex,KM_label_nc20,star_KM_label_nc20
Tonsil_2_s0_a5_1934.0,Tonsil_2_s0_a5,1934.0,123.302635,189.0921,76.0,81.0,3,6
Tonsil_2_s0_a7_8663.0,Tonsil_2_s0_a7,8663.0,521.3125,883.15625,32.0,34.0,11,16
Tonsil_2_s0_a5_12088.0,Tonsil_2_s0_a5,12088.0,776.92,362.18,50.0,54.0,12,6
Tonsil_2_s0_a8_14456.0,Tonsil_2_s0_a8,14456.0,912.67694,731.67694,65.0,70.0,8,13
Tonsil_2_s0_a6_16272.0,Tonsil_2_s0_a6,16272.0,951.3771,882.4918,61.0,65.0,8,1
Tonsil_2_s0_a3_10222.0,Tonsil_2_s0_a3,10222.0,558.4643,649.3571,28.0,30.0,11,3
Tonsil_2_s0_a7_4999.0,Tonsil_2_s0_a7,4999.0,315.34885,833.907,43.0,46.0,17,17
Tonsil_3_s0_a3_892.0,Tonsil_3_s0_a3,892.0,49.971428,801.2286,35.0,35.0,2,2
Tonsil_2_s0_a1_2482.0,Tonsil_2_s0_a1,2482.0,177.55556,786.2889,45.0,48.0,17,3
Tonsil_2_s0_a7_817.0,Tonsil_2_s0_a7,817.0,55.898735,898.5949,79.0,87.0,9,17
Tonsil_3_s0_a4_5668.0,Tonsil_3_s0_a4,5668.0,379.9861,238.69444,72.0,74.0,3,9
Tonsil_2_s0_a8_14720.0,Tonsil_2_s0_a8,14720.0,930.0526,388.23685,38.0,41.0,5,doublets
Tonsil_3_s0_a2_966.0,Tonsil_3_s0_a2,966.0,48.479168,767.5208,48.0,51.0,12,12
Tonsil_2_s0_a2_8718.0,Tonsil_2_s0_a2,8718.0,605.3333,36.083332,12.0,12.0,19,doublets
Tonsil_3_s0_a2_16020.0,Tonsil_3_s0_a2,16020.0,878.875,72.541664,24.0,26.0,15,4
Tonsil_2_s0_a2_658.0,Tonsil_2_s0_a2,658.0,57.67033,745.4066,91.0,98.0,14,doublets
Tonsil_2_s0_a6_5718.0,Tonsil_2_s0_a6,5718.0,325.31146,514.2459,61.0,64.0,8,17
Tonsil_2_s0_a3_4249.0,Tonsil_2_s0_a3,4249.0,230.94667,865.2267,75.0,83.0,3,0
Tonsil_3_s0_a3_14983.0,Tonsil_3_s0_a3,14983.0,797.9649,8.017544,57.0,60.0,16,doublets
Tonsil_2_s0_a6_4133.0,Tonsil_2_s0_a6,4133.0,234.23077,387.76923,52.0,56.0,1,19
Tonsil_3_s0_a3_13326.0,Tonsil_3_s0_a3,13326.0,707.62164,924.56757,37.0,40.0,2,6
Tonsil_2_s0_a7_2600.0,Tonsil_2_s0_a7,2600.0,172.7619,958.2857,21.0,24.0,6,16
Tonsil_2_s0_a4_1561.0,Tonsil_2_s0_a4,1561.0,92.051285,863.4103,39.0,42.0,5,13
Tonsil_3_s0_a3_16807.0,Tonsil_3_s0_a3,16807.0,900.0196,499.82352,51.0,55.0,1,6
Tonsil_2_s0_a8_11310.0,Tonsil_2_s0_a8,11310.0,706.975,505.95,40.0,43.0,5,2
Tonsil_2_s0_a1_12841.0,Tonsil_2_s0_a1,12841.0,795.8148,695.9074,54.0,60.0,1,2
Tonsil_2_s0_a5_10565.0,Tonsil_2_s0_a5,10565.0,679.1967,685.7705,61.0,65.0,8,doublets
Tonsil_2_s0_a6_2186.0,Tonsil_2_s0_a6,2186.0,125.0,918.0,11.0,11.0,4,16
Tonsil_3_s0_a2_3117.0,Tonsil_3_s0_a2,3117.0,157.8372,755.3023,43.0,48.0,17,14
Tonsil_3_s0_a4_11533.0,Tonsil_3_s0_a4,11533.0,718.61957,647.5326,92.0,102.0,14,doublets
Tonsil_3_s0_a1_8073.0,Tonsil_3_s0_a1,8073.0,515.4,765.8,5.0,5.0,4,0
Tonsil_2_s0_a8_14938.0,Tonsil_2_s0_a8,14938.0,943.56665,655.63336,30.0,32.0,11,8
Tonsil_2_s0_a5_3418.0,Tonsil_2_s0_a5,3418.0,219.21951,314.14633,41.0,43.0,5,11
Tonsil_3_s0_a4_6614.0,Tonsil_3_s0_a4,6614.0,435.38333,949.06665,60.0,67.0,8,13
Tonsil_2_s0_a8_3321.0,Tonsil_2_s0_a8,3321.0,209.3871,557.6129,62.0,67.0,8,doublets
Tonsil_3_s0_a2_3402.0,Tonsil_3_s0_a2,3402.0,172.06383,319.95746,47.0,51.0,12,12
Tonsil_3_s0_a1_11456.0,Tonsil_3_s0_a1,11456.0,757.41174,667.41174,17.0,18.0,19,15
Tonsil_3_s0_a3_12542.0,Tonsil_3_s0_a3,12542.0,665.03796,646.2658,79.0,82.0,9,14
Tonsil_2_s0_a2_12448.0,Tonsil_2_s0_a2,12448.0,815.8605,398.90698,43.0,47.0,17,8
Tonsil_2_s0_a5_8448.0,Tonsil_2_s0_a5,8448.0,541.6061,207.36363,99.0,103.0,0,doublets
Tonsil_3_s0_a1_6376.0,Tonsil_3_s0_a1,6376.0,393.21817,559.34546,55.0,59.0,16,13
Tonsil_3_s0_a3_14513.0,Tonsil_3_s0_a3,14513.0,771.67645,545.64703,34.0,38.0,2,11
Tonsil_2_s0_a4_12645.0,Tonsil_2_s0_a4,12645.0,859.7857,659.6429,14.0,14.0,19,19
Tonsil_2_s0_a6_5845.0,Tonsil_2_s0_a6,5845.0,332.41666,531.1667,60.0,64.0,8,doublets
Tonsil_3_s0_a4_13993.0,Tonsil_3_s0_a4,13993.0,907.4681,476.27658,47.0,48.0,12,doublets
Tonsil_1_s0_a3_34.0,Tonsil_1_s0_a3,34.0,27.969696,20.69697,33.0,38.0,2,4
Tonsil_2_s0_a1_4212.0,Tonsil_2_s0_a1,4212.0,283.0,776.68,25.0,25.0,15,14
Tonsil_3_s0_a2_15105.0,Tonsil_3_s0_a2,15105.0,815.23914,465.82608,46.0,50.0,17,4
Tonsil_3_s0_a2_15659.0,Tonsil_3_s0_a2,15659.0,851.918,664.6229,61.0,63.0,8,4
Tonsil_2_s0_a2_9335.0,Tonsil_2_s0_a2,9335.0,639.53705,447.85184,54.0,56.0,1,2
Tonsil_2_s0_a7_9227.0,Tonsil_2_s0_a7,9227.0,552.9231,676.61536,26.0,28.0,15,17
Tonsil_3_s0_a1_4209.0,Tonsil_3_s0_a1,4209.0,248.8158,547.0,38.0,40.0,5,19
Tonsil_3_s0_a1_4390.0,Tonsil_3_s0_a1,4390.0,258.7143,777.1071,28.0,28.0,11,16
Tonsil_3_s0_a2_7388.0,Tonsil_3_s0_a2,7388.0,374.5476,966.6905,42.0,47.0,5,12
Tonsil_2_s0_a6_5045.0,Tonsil_2_s0_a6,5045.0,286.46,883.62,50.0,54.0,12,17
Tonsil_2_s0_a3_8597.0,Tonsil_2_s0_a3,8597.0,466.76785,514.25,56.0,60.0,16,7
Tonsil_2_s0_a2_6814.0,Tonsil_2_s0_a2,6814.0,494.8095,343.38095,21.0,23.0,6,5
Tonsil_2_s0_a7_15519.0,Tonsil_2_s0_a7,15519.0,942.4545,71.36364,11.0,12.0,4,10
Tonsil_2_s0_a6_1845.0,Tonsil_2_s0_a6,1845.0,106.57895,494.3684,19.0,21.0,6,1
Tonsil_2_s0_a6_2752.0,Tonsil_2_s0_a6,2752.0,156.3871,176.70967,31.0,33.0,11,1
Tonsil_3_s0_a2_4531.0,Tonsil_3_s0_a2,4531.0,229.92857,760.6786,28.0,31.0,11,6
Tonsil_2_s0_a4_7881.0,Tonsil_2_s0_a4,7881.0,501.3913,836.79346,92.0,99.0,14,doublets
Tonsil_3_s0_a2_10490.0,Tonsil_3_s0_a2,10490.0,544.47437,661.29486,78.0,86.0,3,12
Tonsil_3_s0_a4_4203.0,Tonsil_3_s0_a4,4203.0,287.375,511.25,16.0,17.0,19,14
Tonsil_2_s0_a4_13493.0,Tonsil_2_s0_a4,13493.0,919.4194,360.5484,31.0,32.0,11,1
Tonsil_2_s0_a8_8573.0,Tonsil_2_s0_a8,8573.0,536.72974,416.5946,37.0,40.0,2,8
Tonsil_2_s0_a6_10081.0,Tonsil_2_s0_a6,10081.0,589.8333,215.16667,6.0,6.0,4,doublets
Tonsil_2_s0_a5_12102.0,Tonsil_2_s0_a5,12102.0,777.7308,725.61536,52.0,58.0,1,6
Tonsil_2_s0_a6_9966.0,Tonsil_2_s0_a6,9966.0,581.5,151.0,28.0,28.0,11,17
Tonsil_2_s0_a3_10026.0,Tonsil_2_s0_a3,10026.0,547.12244,368.12244,49.0,53.0,12,14
Tonsil_2_s0_a6_12859.0,Tonsil_2_s0_a6,12859.0,752.3684,558.7632,76.0,81.0,3,17
Tonsil_2_s0_a5_6794.0,Tonsil_2_s0_a5,6794.0,434.82693,973.5,52.0,55.0,1,19
Tonsil_2_s0_a8_4168.0,Tonsil_2_s0_a8,4168.0,264.68,569.6,75.0,81.0,3,3
Tonsil_3_s0_a4_4445.0,Tonsil_3_s0_a4,4445.0,303.1,905.7,10.0,11.0,4,doublets
Tonsil_2_s0_a3_16611.0,Tonsil_2_s0_a3,16611.0,984.1667,319.5,24.0,26.0,15,4
Tonsil_2_s0_a4_10024.0,Tonsil_2_s0_a4,10024.0,665.1321,775.6981,53.0,55.0,1,17
Tonsil_3_s0_a2_5338.0,Tonsil_3_s0_a2,5338.0,271.1,903.11426,70.0,73.0,13,12
Tonsil_2_s0_a1_11819.0,Tonsil_2_s0_a1,11819.0,731.4103,279.6154,39.0,42.0,5,14
Tonsil_2_s0_a8_2215.0,Tonsil_2_s0_a8,2215.0,137.73685,276.5263,57.0,59.0,16,doublets
Tonsil_2_s0_a7_3082.0,Tonsil_2_s0_a7,3082.0,201.8718,747.87177,39.0,39.0,5,17
Tonsil_3_s0_a3_4148.0,Tonsil_3_s0_a3,4148.0,230.0196,706.2157,51.0,55.0,1,doublets
Tonsil_2_s0_a7_13900.0,Tonsil_2_s0_a7,13900.0,829.9041,861.43835,73.0,79.0,3,doublets
Tonsil_3_s0_a4_328.0,Tonsil_3_s0_a4,328.0,25.44186,652.3605,86.0,94.0,9,6
Tonsil_3_s0_a2_7275.0,Tonsil_3_s0_a2,7275.0,369.5238,86.492065,63.0,69.0,8,11
Tonsil_2_s0_a1_6941.0,Tonsil_2_s0_a1,6941.0,445.96155,240.78206,78.0,89.0,3,14
Tonsil_2_s0_a7_6385.0,Tonsil_2_s0_a7,6385.0,393.46155,641.78204,78.0,82.0,3,doublets
Tonsil_3_s0_a2_15107.0,Tonsil_3_s0_a2,15107.0,814.6786,654.25,28.0,30.0,11,10
Tonsil_2_s0_a8_12464.0,Tonsil_2_s0_a8,12464.0,781.43243,143.02702,37.0,40.0,2,8
Tonsil_3_s0_a4_5993.0,Tonsil_3_s0_a4,5993.0,399.86365,271.75,44.0,47.0,17,16
Tonsil_2_s0_a5_10227.0,Tonsil_2_s0_a5,10227.0,658.0678,793.0,59.0,61.0,16,14
Tonsil_3_s0_a2_14099.0,Tonsil_3_s0_a2,14099.0,753.4211,166.8158,38.0,42.0,5,doublets
Tonsil_3_s0_a3_6336.0,Tonsil_3_s0_a3,6336.0,345.0345,269.86206,29.0,33.0,11,5
Tonsil_2_s0_a2_5945.0,Tonsil_2_s0_a2,5945.0,442.77777,484.5,18.0,18.0,6,14
Tonsil_2_s0_a2_2901.0,Tonsil_2_s0_a2,2901.0,244.45454,916.36365,11.0,12.0,4,8
Tonsil_2_s0_a5_4065.0,Tonsil_2_s0_a5,4065.0,260.28888,679.95557,45.0,47.0,17,doublets
Tonsil_2_s0_a8_13866.0,Tonsil_2_s0_a8,13866.0,876.0,647.2157,51.0,54.0,1,doublets
Tonsil_2_s0_a5_5691.0,Tonsil_2_s0_a5,5691.0,363.2264,665.4151,53.0,57.0,1,2
Tonsil_2_s0_a8_12794.0,Tonsil_2_s0_a8,12794.0,803.9167,483.94446,36.0,40.0,2,12
Tonsil_3_s0_a2_1728.0,Tonsil_3_s0_a2,1728.0,87.037735,739.6981,53.0,55.0,1,12
Tonsil_3_s0_a4_11257.0,Tonsil_3_s0_a4,11257.0,701.16486,869.12085,91.0,98.0,14,doublets
Tonsil_2_s0_a7_163.0,Tonsil_2_s0_a7,163.0,10.575758,411.9091,33.0,35.0,2,6
Tonsil_2_s0_a7_14201.0,Tonsil_2_s0_a7,14201.0,848.9091,858.0909,22.0,22.0,6,16
Tonsil_3_s0_a3_4207.0,Tonsil_3_s0_a3,4207.0,233.41379,870.13794,29.0,29.0,11,5
Tonsil_2_s0_a1_11656.0,Tonsil_2_s0_a1,11656.0,721.0,281.2857,7.0,7.0,4,14
Tonsil_2_s0_a3_1953.0,Tonsil_2_s0_a3,1953.0,111.704544,127.52273,44.0,46.0,17,11
Tonsil_2_s0_a1_14934.0,Tonsil_2_s0_a1,14934.0,959.30865,723.679,81.0,92.0,9,doublets
Tonsil_2_s0_a3_15580.0,Tonsil_2_s0_a3,15580.0,891.8421,504.73685,19.0,20.0,6,doublets
Tonsil_2_s0_a6_3942.0,Tonsil_2_s0_a6,3942.0,223.10638,992.0,47.0,51.0,12,9
Tonsil_3_s0_a2_5646.0,Tonsil_3_s0_a2,5646.0,287.94446,948.7778,18.0,19.0,6,11
Tonsil_3_s0_a1_13926.0,Tonsil_3_s0_a1,13926.0,939.32074,923.8868,53.0,56.0,1,16
Tonsil_2_s0_a1_8769.0,Tonsil_2_s0_a1,8769.0,554.09875,623.3457,81.0,89.0,9,doublets
Tonsil_2_s0_a7_13487.0,Tonsil_2_s0_a7,13487.0,803.8644,426.67798,59.0,64.0,16,15
Tonsil_2_s0_a4_4884.0,Tonsil_2_s0_a4,4884.0,295.57407,406.0,54.0,57.0,1,16
Tonsil_3_s0_a3_14499.0,Tonsil_3_s0_a3,14499.0,770.94446,342.77777,18.0,19.0,6,12
Tonsil_2_s0_a3_5157.0,Tonsil_2_s0_a3,5157.0,279.69388,142.12245,49.0,52.0,12,8
Tonsil_3_s0_a2_15021.0,Tonsil_3_s0_a2,15021.0,810.0,414.0,9.0,9.0,4,12
Tonsil_2_s0_a2_12596.0,Tonsil_2_s0_a2,12596.0,824.07825,137.31305,115.0,124.0,10,6
Tonsil_2_s0_a3_10632.0,Tonsil_2_s0_a3,10632.0,581.53656,545.9268,41.0,44.0,5,14
Tonsil_3_s0_a2_273.0,Tonsil_3_s0_a2,273.0,13.166667,46.805557,36.0,38.0,2,5
Tonsil_2_s0_a1_11342.0,Tonsil_2_s0_a1,11342.0,701.9032,125.451614,31.0,34.0,11,5
Tonsil_2_s0_a6_7822.0,Tonsil_2_s0_a6,7822.0,449.75,311.15625,32.0,32.0,11,16
Tonsil_2_s0_a4_5483.0,Tonsil_2_s0_a4,5483.0,334.2143,860.9762,42.0,46.0,5,doublets
Tonsil_2_s0_a3_14848.0,Tonsil_2_s0_a3,14848.0,837.8511,339.51065,47.0,51.0,12,19
Tonsil_2_s0_a8_6159.0,Tonsil_2_s0_a8,6159.0,386.2069,244.31035,29.0,32.0,11,8
Tonsil_3_s0_a3_13109.0,Tonsil_3_s0_a3,13109.0,695.8254,456.7619,63.0,66.0,8,14
Tonsil_2_s0_a3_8719.0,Tonsil_2_s0_a3,8719.0,474.0,341.75757,33.0,37.0,2,3
Tonsil_2_s0_a7_2450.0,Tonsil_2_s0_a7,2450.0,164.3125,553.5,16.0,18.0,19,8
Tonsil_2_s0_a5_2821.0,Tonsil_2_s0_a5,2821.0,182.11224,392.56122,98.0,104.0,0,doublets
Tonsil_2_s0_a3_2490.0,Tonsil_2_s0_a3,2490.0,139.60785,593.4706,102.0,108.0,0,1
Tonsil_2_s0_a6_12460.0,Tonsil_2_s0_a6,12460.0,728.93024,958.3488,43.0,45.0,17,3
Tonsil_2_s0_a3_16326.0,Tonsil_2_s0_a3,16326.0,956.95123,741.5854,41.0,43.0,5,15
Tonsil_2_s0_a7_8759.0,Tonsil_2_s0_a7,8759.0,526.8254,66.87302,63.0,74.0,8,doublets
Tonsil_3_s0_a1_10615.0,Tonsil_3_s0_a1,10615.0,702.0,289.47272,55.0,58.0,16,16
Tonsil_3_s0_a4_1159.0,Tonsil_3_s0_a4,1159.0,93.111115,787.3333,9.0,9.0,4,6
Tonsil_3_s0_a3_8892.0,Tonsil_3_s0_a3,8892.0,476.5,669.9545,44.0,47.0,17,doublets
Tonsil_3_s0_a2_5189.0,Tonsil_3_s0_a2,5189.0,263.5122,675.14636,41.0,43.0,5,doublets
Tonsil_2_s0_a2_2968.0,Tonsil_2_s0_a2,2968.0,249.05,428.1,20.0,21.0,6,8
Tonsil_2_s0_a8_13383.0,Tonsil_2_s0_a8,13383.0,844.0,829.0,9.0,9.0,4,doublets
Tonsil_2_s0_a1_10039.0,Tonsil_2_s0_a1,10039.0,625.25806,370.96774,31.0,33.0,11,5
Tonsil_3_s0_a2_6463.0,Tonsil_3_s0_a2,6463.0,328.74194,284.19354,62.0,69.0,8,doublets
Tonsil_2_s0_a6_11836.0,Tonsil_2_s0_a6,11836.0,693.9434,88.09434,53.0,58.0,1,16
Tonsil_2_s0_a2_13027.0,Tonsil_2_s0_a2,13027.0,853.3871,534.19354,31.0,33.0,11,14
Tonsil_2_s0_a6_15216.0,Tonsil_2_s0_a6,15216.0,886.75,184.25,20.0,20.0,6,16
Tonsil_3_s0_a1_6149.0,Tonsil_3_s0_a1,6149.0,376.4091,140.0,44.0,48.0,17,17
Tonsil_3_s0_a2_8234.0,Tonsil_3_s0_a2,8234.0,418.7586,332.0345,29.0,31.0,11,5
Tonsil_2_s0_a2_8753.0,Tonsil_2_s0_a2,8753.0,606.7857,462.5,28.0,28.0,11,2
Tonsil_3_s0_a1_1563.0,Tonsil_3_s0_a1,1563.0,93.666664,180.53334,30.0,31.0,11,13
Tonsil_3_s0_a3_7315.0,Tonsil_3_s0_a3,7315.0,395.2143,660.5,28.0,28.0,11,6
Tonsil_2_s0_a4_5078.0,Tonsil_2_s0_a4,5078.0,308.25925,485.51852,81.0,88.0,9,0
Tonsil_2_s0_a2_10231.0,Tonsil_2_s0_a2,10231.0,688.025,847.8,80.0,90.0,9,doublets
Tonsil_3_s0_a1_4500.0,Tonsil_3_s0_a1,4500.0,266.51065,601.34045,47.0,49.0,12,1
Tonsil_2_s0_a6_7615.0,Tonsil_2_s0_a6,7615.0,436.55,110.225,40.0,43.0,5,13
Tonsil_2_s0_a1_5362.0,Tonsil_2_s0_a1,5362.0,350.57144,805.4762,63.0,67.0,8,6
Tonsil_2_s0_a3_5689.0,Tonsil_2_s0_a3,5689.0,306.66666,363.875,24.0,24.0,15,doublets
Tonsil_2_s0_a3_5559.0,Tonsil_2_s0_a3,5559.0,299.4,652.74286,35.0,40.0,2,3
Tonsil_2_s0_a8_899.0,Tonsil_2_s0_a8,899.0,52.896553,604.0,29.0,31.0,11,3
Tonsil_3_s0_a3_2653.0,Tonsil_3_s0_a3,2653.0,148.84616,307.94873,39.0,40.0,5,doublets
Tonsil_2_s0_a4_3333.0,Tonsil_2_s0_a4,3333.0,199.33333,477.06174,81.0,87.0,9,16
Tonsil_3_s0_a4_4026.0,Tonsil_3_s0_a4,4026.0,277.21176,414.61176,85.0,93.0,9,doublets
Tonsil_2_s0_a4_10901.0,Tonsil_2_s0_a4,10901.0,733.05884,1.2352941,17.0,18.0,19,doublets
Tonsil_2_s0_a4_7350.0,Tonsil_2_s0_a4,7350.0,463.13043,269.3913,23.0,27.0,15,doublets
Tonsil_2_s0_a1_11147.0,Tonsil_2_s0_a1,11147.0,691.1628,737.76746,43.0,44.0,17,12
Tonsil_2_s0_a2_5817.0,Tonsil_2_s0_a2,5817.0,435.04688,943.90625,64.0,68.0,8,5
Tonsil_2_s0_a6_10170.0,Tonsil_2_s0_a6,10170.0,594.871,621.2258,62.0,67.0,8,doublets
Tonsil_2_s0_a8_10402.0,Tonsil_2_s0_a8,10402.0,651.75,200.825,40.0,42.0,5,19
Tonsil_2_s0_a7_11600.0,Tonsil_2_s0_a7,11600.0,684.5455,669.36365,11.0,12.0,4,15
Tonsil_2_s0_a6_11578.0,Tonsil_2_s0_a6,11578.0,678.2167,868.4,60.0,62.0,8,doublets
Tonsil_2_s0_a1_14892.0,Tonsil_2_s0_a1,14892.0,956.03925,381.9608,51.0,56.0,1,doublets
Tonsil_3_s0_a2_14808.0,Tonsil_3_s0_a2,14808.0,797.08954,783.01495,67.0,70.0,13,10
Tonsil_2_s0_a2_4761.0,Tonsil_2_s0_a2,4761.0,371.0645,563.0645,62.0,67.0,8,doublets
Tonsil_3_s0_a1_1910.0,Tonsil_3_s0_a1,1910.0,113.22642,315.11322,53.0,56.0,1,16
Tonsil_2_s0_a8_5439.0,Tonsil_2_s0_a8,5439.0,342.23334,407.7,30.0,32.0,11,17
Tonsil_3_s0_a1_1553.0,Tonsil_3_s0_a1,1553.0,92.94231,620.86536,52.0,58.0,1,16
Tonsil_2_s0_a6_15992.0,Tonsil_2_s0_a6,15992.0,933.9286,966.0714,98.0,104.0,0,doublets
Tonsil_2_s0_a3_15216.0,Tonsil_2_s0_a3,15216.0,864.2456,640.5965,57.0,59.0,16,doublets
Tonsil_3_s0_a1_3938.0,Tonsil_3_s0_a1,3938.0,231.39215,507.64706,51.0,54.0,1,1
Tonsil_2_s0_a2_3934.0,Tonsil_2_s0_a2,3934.0,313.21054,770.5789,38.0,43.0,5,5
Tonsil_3_s0_a2_5594.0,Tonsil_3_s0_a2,5594.0,284.8,553.92,25.0,27.0,15,11
Tonsil_2_s0_a8_15606.0,Tonsil_2_s0_a8,15606.0,985.6667,243.875,24.0,24.0,15,doublets
Tonsil_2_s0_a5_11343.0,Tonsil_2_s0_a5,11343.0,730.3953,427.97675,43.0,48.0,17,doublets
Tonsil_2_s0_a6_3460.0,Tonsil_2_s0_a6,3460.0,195.71187,634.7627,59.0,64.0,16,13
Tonsil_2_s0_a1_1786.0,Tonsil_2_s0_a1,1786.0,135.01852,119.72222,54.0,59.0,1,doublets
Tonsil_2_s0_a2_954.0,Tonsil_2_s0_a2,954.0,85.68367,540.551,98.0,114.0,0,doublets
Tonsil_2_s0_a6_3908.0,Tonsil_2_s0_a6,3908.0,221.2549,637.37256,51.0,57.0,1,19
Tonsil_2_s0_a2_13327.0,Tonsil_2_s0_a2,13327.0,875.8077,561.39746,78.0,79.0,3,doublets
Tonsil_2_s0_a5_9465.0,Tonsil_2_s0_a5,9465.0,607.69385,869.5714,49.0,52.0,12,1
Tonsil_3_s0_a3_7426.0,Tonsil_3_s0_a3,7426.0,401.51852,224.12962,54.0,58.0,1,5
Tonsil_2_s0_a6_16237.0,Tonsil_2_s0_a6,16237.0,949.11426,818.65717,35.0,37.0,2,1
Tonsil_2_s0_a1_10804.0,Tonsil_2_s0_a1,10804.0,669.7917,703.875,24.0,25.0,15,doublets
Tonsil_2_s0_a3_14192.0,Tonsil_2_s0_a3,14192.0,793.3217,948.1913,115.0,122.0,10,3
Tonsil_2_s0_a8_8545.0,Tonsil_2_s0_a8,8545.0,534.04346,648.01447,69.0,74.0,13,doublets
Tonsil_2_s0_a8_15615.0,Tonsil_2_s0_a8,15615.0,985.6923,339.71796,39.0,42.0,5,6
Tonsil_3_s0_a2_6465.0,Tonsil_3_s0_a2,6465.0,328.4516,702.5806,31.0,32.0,11,doublets
Tonsil_2_s0_a1_2691.0,Tonsil_2_s0_a1,2691.0,189.90625,618.8281,64.0,65.0,8,14
Tonsil_2_s0_a5_5460.0,Tonsil_2_s0_a5,5460.0,348.88635,980.4318,44.0,46.0,17,doublets
Tonsil_2_s0_a5_12043.0,Tonsil_2_s0_a5,12043.0,774.05554,813.8889,18.0,21.0,6,13
Tonsil_2_s0_a2_4479.0,Tonsil_2_s0_a2,4479.0,350.77142,919.6286,35.0,36.0,2,6
Tonsil_2_s0_a7_8008.0,Tonsil_2_s0_a7,8008.0,484.81818,313.81818,11.0,11.0,4,11
Tonsil_3_s0_a4_6949.0,Tonsil_3_s0_a4,6949.0,455.41177,419.16177,68.0,74.0,13,9
Tonsil_2_s0_a1_9186.0,Tonsil_2_s0_a1,9186.0,577.32,786.44,25.0,26.0,15,2
Tonsil_2_s0_a5_5876.0,Tonsil_2_s0_a5,5876.0,374.9107,765.9107,56.0,63.0,16,14
Tonsil_3_s0_a4_11208.0,Tonsil_3_s0_a4,11208.0,698.12726,406.69092,55.0,60.0,16,doublets
Tonsil_2_s0_a5_3170.0,Tonsil_2_s0_a5,3170.0,204.22078,369.66232,77.0,85.0,3,doublets
Tonsil_2_s0_a7_13058.0,Tonsil_2_s0_a7,13058.0,775.7105,666.9737,76.0,84.0,3,doublets
Tonsil_3_s0_a1_7671.0,Tonsil_3_s0_a1,7671.0,486.33334,386.22223,36.0,39.0,2,1
Tonsil_2_s0_a8_15539.0,Tonsil_2_s0_a8,15539.0,980.9,886.05,60.0,61.0,8,doublets
Tonsil_3_s0_a2_11395.0,Tonsil_3_s0_a2,11395.0,598.5128,780.6923,39.0,41.0,5,doublets
Tonsil_2_s0_a7_6272.0,Tonsil_2_s0_a7,6272.0,387.51724,360.10345,29.0,30.0,11,11
Tonsil_2_s0_a6_13180.0,Tonsil_2_s0_a6,13180.0,770.0,84.08696,46.0,48.0,17,doublets
Tonsil_2_s0_a4_12620.0,Tonsil_2_s0_a4,12620.0,858.4231,701.3461,52.0,56.0,1,13
Tonsil_2_s0_a5_3022.0,Tonsil_2_s0_a5,3022.0,195.0,75.5,34.0,34.0,2,doublets
Tonsil_3_s0_a2_15778.0,Tonsil_3_s0_a2,15778.0,860.93024,559.76746,43.0,47.0,17,4
Tonsil_2_s0_a6_2421.0,Tonsil_2_s0_a6,2421.0,137.97778,712.2,45.0,49.0,17,17
Tonsil_3_s0_a2_10464.0,Tonsil_3_s0_a2,10464.0,543.6667,53.666668,15.0,17.0,19,4
Tonsil_2_s0_a6_11787.0,Tonsil_2_s0_a6,11787.0,690.4423,795.11536,52.0,55.0,1,1
Tonsil_2_s0_a1_952.0,Tonsil_2_s0_a1,952.0,82.034485,405.1638,116.0,120.0,10,13
Tonsil_3_s0_a3_3849.0,Tonsil_3_s0_a3,3849.0,216.01695,41.491524,59.0,65.0,16,2
Tonsil_2_s0_a2_4362.0,Tonsil_2_s0_a2,4362.0,343.36365,535.5227,44.0,47.0,17,8
Tonsil_3_s0_a2_13925.0,Tonsil_3_s0_a2,13925.0,743.9138,307.93103,58.0,66.0,16,12
Tonsil_2_s0_a6_2589.0,Tonsil_2_s0_a6,2589.0,147.30435,666.92755,69.0,75.0,13,doublets
Tonsil_2_s0_a7_13847.0,Tonsil_2_s0_a7,13847.0,826.129,914.0806,62.0,68.0,8,1
Tonsil_2_s0_a5_8887.0,Tonsil_2_s0_a5,8887.0,569.86365,199.31818,22.0,24.0,6,12
Tonsil_2_s0_a5_5735.0,Tonsil_2_s0_a5,5735.0,366.94736,496.8772,57.0,61.0,16,2
Tonsil_3_s0_a4_59.0,Tonsil_3_s0_a4,59.0,3.559322,763.4237,59.0,66.0,16,doublets
Tonsil_2_s0_a7_11671.0,Tonsil_2_s0_a7,11671.0,688.9153,616.7458,59.0,63.0,16,doublets
Tonsil_3_s0_a3_6284.0,Tonsil_3_s0_a3,6284.0,342.02438,236.17073,41.0,43.0,5,11
Tonsil_2_s0_a4_8526.0,Tonsil_2_s0_a4,8526.0,548.9231,265.07693,26.0,29.0,15,15
Tonsil_2_s0_a8_8313.0,Tonsil_2_s0_a8,8313.0,519.3016,468.03174,63.0,68.0,8,17
Tonsil_3_s0_a1_10609.0,Tonsil_3_s0_a1,10609.0,700.82,820.92,50.0,56.0,12,16
Tonsil_2_s0_a5_8731.0,Tonsil_2_s0_a5,8731.0,559.38,749.6,50.0,58.0,12,doublets
Tonsil_2_s0_a2_12582.0,Tonsil_2_s0_a2,12582.0,823.4878,703.6829,41.0,46.0,5,2
Tonsil_3_s0_a1_6867.0,Tonsil_3_s0_a1,6867.0,429.55814,380.23254,43.0,45.0,17,3
